Entry	Entry Name	Protein names	Gene Names	Organism	Length
P0CE51	INSH3_ECOLI	Transposase InsH for insertion sequence element IS5D	insH3 b0656 JW0652	Escherichia coli (strain K12)	326
P0CE52	INSH4_ECOLI	Transposase InsH for insertion sequence element IS5F	insH4 b1331 JW1324	Escherichia coli (strain K12)	326
P0CE53	INSH6_ECOLI	Transposase InsH for insertion sequence element IS5H	insH6 b1994 JW1972	Escherichia coli (strain K12)	326
P0CE54	INSH7_ECOLI	Transposase InsH for insertion sequence element IS5I	insH7 b2030 JW2014	Escherichia coli (strain K12)	326
P0CE55	INSH8_ECOLI	Transposase InsH for insertion sequence element IS5K	insH8 b2192 JW2179	Escherichia coli (strain K12)	326
P0CE56	INSH9_ECOLI	Transposase InsH for insertion sequence element IS5LO	insH9 b2982 JW2949	Escherichia coli (strain K12)	326
P0CE57	INH10_ECOLI	Transposase InsH for insertion sequence element IS5R	insH10 b3218 JW3185	Escherichia coli (strain K12)	326
P0CE58	INH11_ECOLI	Transposase InsH for insertion sequence element IS5T	insH11 b3505 JW3472	Escherichia coli (strain K12)	326
P0CE59	INH12_ECOLI	Transposase InsH for insertion sequence element IS5-12	JW1882	Escherichia coli (strain K12)	326
P0CE60	INH13_ECOLI	Transposase InsH for insertion sequence element IS5-13	JW5895	Escherichia coli (strain K12)	326
P0CE61	INH14_ECOLI	Transposase InsH for insertion sequence element IS5-14	JW5914	Escherichia coli (strain K12)	326
P0CE62	INH15_ECOLI	Transposase InsH for insertion sequence element IS5-15	JW5928	Escherichia coli (strain K12)	326
P0CE63	INH16_ECOLI	Transposase InsH for insertion sequence element IS5-16	JW5935	Escherichia coli (strain K12)	326
P0CE64	INH17_ECOLI	Transposase InsH for insertion sequence element IS5-17	JW5936	Escherichia coli (strain K12)	326
P0CE65	INH18_ECOLI	Transposase InsH for insertion sequence element IS5-18	JW5951	Escherichia coli (strain K12)	326
P0CF07	INSA1_ECOLI	Insertion element IS1 1 protein InsA (IS1a)	insA1 b0022 JW0021	Escherichia coli (strain K12)	91
P0CF08	INSA2_ECOLI	Insertion element IS1 2 protein InsA (IS1b)	insA2 b0265 JW0257	Escherichia coli (strain K12)	91
P0CF09	INSA3_ECOLI	Insertion element IS1 3 protein InsA (IS1c)	insA3 b0275 JW0269	Escherichia coli (strain K12)	91
P0CF10	INSA4_ECOLI	Insertion element IS1 4 protein InsA (IS1d)	insA4 b4516 JW0971	Escherichia coli (strain K12)	91
P0CF11	INSA5_ECOLI	Insertion element IS1 5 protein InsA (IS1h)	insA5 b1894	Escherichia coli (strain K12)	91
P0CF12	INSA6_ECOLI	Insertion element IS1 6 protein InsA (IS1e)	insA6 b3444 JW3408	Escherichia coli (strain K12)	91
P0CF13	INSA8_ECOLI	Insertion element IS1 8 protein InsA	insA8 JW2286	Escherichia coli (strain K12)	91
P0CF25	INSB1_ECOLI	Insertion element IS1 1 protein InsB (IS1a)	insB1 b0021 JW0020	Escherichia coli (strain K12)	167
P0CF26	INSB2_ECOLI	Insertion element IS1 2 protein InsB (IS1b)	insB2 b0264 JW0256	Escherichia coli (strain K12)	167
P0CF27	INSB3_ECOLI	Insertion element IS1 3 protein InsB (IS1c)	insB3 b0274 JW0268	Escherichia coli (strain K12)	167
P0CF28	INSB5_ECOLI	Insertion element IS1 5 protein InsB (IS1h)	insB5 b1893	Escherichia coli (strain K12)	167
P0CF29	INSB6_ECOLI	Insertion element IS1 6 protein InsB (IS1e)	insB6 b3445 JW3409	Escherichia coli (strain K12)	167
P0CF30	INSB8_ECOLI	Insertion element IS1 8 protein InsB	JW2285	Escherichia coli (strain K12)	167
P0CF40	INSC1_ECOLI	Transposase InsC for insertion element IS2A	insC1 b0360 JW0351	Escherichia coli (strain K12)	121
P0CF41	INSC2_ECOLI	Transposase InsC for insertion element IS2D	insC2 b1403 JW1400	Escherichia coli (strain K12)	121
P0CF42	INSC3_ECOLI	Transposase InsC for insertion element IS2F	insC3 b1997 JW1978	Escherichia coli (strain K12)	121
P0CF43	INSC4_ECOLI	Transposase InsC for insertion element IS2H	insC4 b2861 JW2829	Escherichia coli (strain K12)	121
P0CF44	INSC5_ECOLI	Transposase InsC for insertion element IS2I	insC5 b3044 JW3012	Escherichia coli (strain K12)	121
P0CF45	INSC6_ECOLI	Transposase InsC for insertion element IS2K	insC6 b4272 JW4229	Escherichia coli (strain K12)	121
P0CF46	INSC7_ECOLI	Transposase InsC for insertion element IS2 on F plasmid	insC7 ybiA yuaJ ECOK12F021	Escherichia coli (strain K12)	121
P0CF47	INSC8_ECOLI	Transposase InsC for insertion element IS2-8	JW5900	Escherichia coli (strain K12)	121
P0CF48	INSC9_ECOLI	Transposase InsC for insertion element IS2-9	JW5902	Escherichia coli (strain K12)	121
P0CF49	INC10_ECOLI	Transposase InsC for insertion element IS2-10	JW5919	Escherichia coli (strain K12)	121
P0CF50	INC11_ECOLI	Transposase InsC for insertion element IS2-11	JW5934	Escherichia coli (strain K12)	121
P0CF53	INSD1_ECOLI	Transposase InsD for insertion element IS2A	insD1 b0361 JW0352	Escherichia coli (strain K12)	301
P0CF54	INSD2_ECOLI	Transposase InsD for insertion element IS2D	insD2 b1402 JW1397	Escherichia coli (strain K12)	301
P0CF55	INSD3_ECOLI	Transposase InsD for insertion element IS2F	insD3 b1996 JW1975	Escherichia coli (strain K12)	301
P0CF56	INSD4_ECOLI	Transposase InsD for insertion element IS2H	insD4 b2860 JW2826	Escherichia coli (strain K12)	301
P0CF57	INSD5_ECOLI	Transposase InsD for insertion element IS2I	insD5 b3045 JW3013	Escherichia coli (strain K12)	301
P0CF58	INSD6_ECOLI	Transposase InsD for insertion element IS2K	insD6 b4273 JW4230	Escherichia coli (strain K12)	301
P0CF59	INSD7_ECOLI	Transposase InsD for insertion element IS2 on F plasmid	insD7 ybhB yuaI ECOK12F020	Escherichia coli (strain K12)	301
P0CF60	INSD8_ECOLI	Putative transposase InsD for insertion element IS2E	insD8 b1578 JW1570	Escherichia coli (strain K12)	218
P0CF61	INSD9_ECOLI	Transposase InsD for insertion element IS2-9	JW5899	Escherichia coli (strain K12)	307
P0CF62	IND10_ECOLI	Transposase InsD for insertion element IS2-10	JW5903	Escherichia coli (strain K12)	307
P0CF63	IND11_ECOLI	Transposase InsD for insertion element IS2-11	JW5918	Escherichia coli (strain K12)	307
P0CF64	IND12_ECOLI	Transposase InsD for insertion element IS2-12	JW5933	Escherichia coli (strain K12)	307
P0CF66	INSE1_ECOLI	Transposase InsE for insertion sequence IS3A	insE1 b0298 JW5036	Escherichia coli (strain K12)	99
P0CF67	INSE2_ECOLI	Transposase InsE for insertion sequence IS3B	insE2 b0373 JW5050	Escherichia coli (strain K12)	99
P0CF68	INSE3_ECOLI	Transposase InsE for insertion sequence IS3C	insE3 b0540 JW5074	Escherichia coli (strain K12)	99
P0CF69	INSE4_ECOLI	Transposase InsE for insertion sequence IS3D	insE4 b1027 JW5144	Escherichia coli (strain K12)	99
P0CF70	INSE5_ECOLI	Transposase InsE for insertion sequence IS3E	insE5 b2088 JW5341	Escherichia coli (strain K12)	99
P0CF71	INSE6_ECOLI	Transposase InsE for insertion sequence IS3fA	insE6 yaaA ECOK12F001	Escherichia coli (strain K12)	99
P0CF72	INSE7_ECOLI	Transposase InsE for insertion sequence IS3fB	insE7 ybfA ECOK12F018	Escherichia coli (strain K12)	99
P0CF79	INSF1_ECOLI	Transposase InsF for insertion sequence IS3A	insF1 b0299 JW0293	Escherichia coli (strain K12)	288
P0CF80	INSF2_ECOLI	Transposase InsF for insertion sequence IS3B	insF2 b0372 JW0363	Escherichia coli (strain K12)	288
P0CF81	INSF3_ECOLI	Transposase InsF for insertion sequence IS3C	insF3 b0541 JW0529	Escherichia coli (strain K12)	288
P0CF82	INSF4_ECOLI	Transposase InsF for insertion sequence IS3D	insF4 b1026 JW1012	Escherichia coli (strain K12)	288
P0CF83	INSF5_ECOLI	Transposase InsF for insertion sequence IS3E	insF5 b2089 JW2073	Escherichia coli (strain K12)	288
P0CF84	INSF6_ECOLI	Transposase InsF for insertion sequence IS3fA	insF6 yaaB ECOK12F002	Escherichia coli (strain K12)	288
P0CF86	YFJU_ECOLI	Putative arsenate reductase-like protein	yfjU b2638	Escherichia coli (strain K12)	104
P0CF87	ARSCL_ECOLI	Putative arsenate reductase (EC 1.20.4.1) (Arsenical pump modifier)	yfjU JW2619	Escherichia coli (strain K12)	104
P0CF89	INSI3_ECOLI	Transposase InsI for insertion sequence element IS30C	insI3 b1404 JW1401	Escherichia coli (strain K12)	383
P0CF90	INSI4_ECOLI	Transposase InsI for insertion sequence element IS30D	insI4 b4284 JW4244	Escherichia coli (strain K12)	383
P0CF91	INSL1_ECOLI	Putative transposase InsL for insertion sequence element IS186A	insL1 b0016 JW0015	Escherichia coli (strain K12)	370
P0CF92	INSL2_ECOLI	Putative transposase InsL for insertion sequence element IS186B	insL2 b0582 JW0572	Escherichia coli (strain K12)	370
P0CF93	INSL3_ECOLI	Putative transposase InsL for insertion sequence element IS186C	insL3 b2394 JW5390	Escherichia coli (strain K12)	370
P0DP22	YJIQ_ECOLI	Putative inactive recombination-promoting nuclease-like protein YjiQ	yjiQ rpnD b4339 JW4302	Escherichia coli (strain K12)	186
P0DP63	YBEH_ECOLI	Putative protein YbeH	ybeH b4581 JW0620 b0625	Escherichia coli (strain K12)	75
P0DP64	YBEM_ECOLI	Putative protein YbeM	ybeM b4581 JW0621 b0626	Escherichia coli (strain K12)	187
P0DP69	PHNE1_ECOLI	Putative cryptic phosphonate transport system permease protein PhnE1	phnE1 b4104 JW4065	Escherichia coli (strain K12)	206
P0DPC4	YTIC_ECOLI	Protein YtiC	ytiC ytiB b4720	Escherichia coli (strain K12)	33
P0DPC5	YTID_ECOLI	Protein YtiD	ytiD b4721	Escherichia coli (strain K12)	47
P0DPC6	IDLP_ECOLI	iraD leader peptide	idlP orf27 b4722	Escherichia coli (strain K12)	27
P0DPC7	RSED_ECOLI	rpoE leader peptide	rseD orf51 b4725	Escherichia coli (strain K12)	51
P0DPD0	LDRA_ECOLI	Small toxic polypeptide LdrA	ldrA b4419 JW5957	Escherichia coli (strain K12)	35
P0DPD1	LDRC_ECOLI	Small toxic polypeptide LdrC	ldrC b4423 JW5959	Escherichia coli (strain K12)	35
P0DPO8	YNFT_ECOLI	Protein YnfT	ynfT ynfQ b4748	Escherichia coli (strain K12)	37
P0DPP2	YOAL_ECOLI	Protein YoaL	yoaL b4751	Escherichia coli (strain K12)	52
P0DQD7	GNDA_ECOLI	Protein GndA	gndA	Escherichia coli (strain K12)	54
P0DSE4	ARGL_ECOLI	Putative translational regulatory protein ArgL	argL b4766	Escherichia coli (strain K12)	31
P0DSG0	PSSL_ECOLI	Protein PssL	pssL b4782	Escherichia coli (strain K12)	13
P0DSH2	BAXL_ECOLI	Putative translational regulatory protein BaxL	baxL b4794	Escherichia coli (strain K12)	8
P0DSH3	YIBX_ECOLI	Protein YibX	yibX b4795	Escherichia coli (strain K12)	80
P0DUM3	TIMP_ECOLI	Putative toxic protein TimP	timP ECK4669 ryfA b4812	Escherichia coli (strain K12)	41
P10030	PIFC_ECOLI	Transcriptional repressor PifC (Protein C)	pifC C repC ECOK12F041	Escherichia coli (strain K12)	362
P11286	YIAB_ECOLI	Inner membrane protein YiaB	yiaB b3563 JW5654	Escherichia coli (strain K12)	113
P11290	YIBD_ECOLI	Uncharacterized glycosyltransferase YibD (EC 2.4.-.-)	yibD b3615 JW3590	Escherichia coli (strain K12)	344
P11291	YZCX_ECOLI	Protein YzcX (CyaX) (O161)	yzcX cyaX b3808 JW3780	Escherichia coli (strain K12)	161
P11447	ARLY_ECOLI	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	argH b3960 JW3932	Escherichia coli (strain K12)	457
P11519	FLMC1_ECOLI	Protein FlmC (F-plasmid maintenance protein C)	flmC ORF70 ECOK12F065	Escherichia coli (strain K12)	70
P11663	FUME_ECOLI	Fumarase E (EC 4.2.1.2)	fumE yggD b2929 JW2896	Escherichia coli (strain K12)	169
P11664	YGGC_ECOLI	Uncharacterized protein YggC	yggC b2928 JW2895	Escherichia coli (strain K12)	237
P11866	TDCR_ECOLI	Threonine dehydratase operon activator protein	tdcR b3119 JW5525	Escherichia coli (strain K12)	72
P12994	YBHB_ECOLI	UPF0098 protein YbhB	ybhB b0773 JW0756	Escherichia coli (strain K12)	158
P13959	COPB1_ECOLI	Replication regulatory protein RepA2 (Protein CopB)	repA2 copB ECOK12F006	Escherichia coli (strain K12)	85
P13970	SRNB_ECOLI	Protein SrnB	srnB ECOK12F004/ECOK12F005	Escherichia coli (strain K12)	68
P13979	TRAT1_ECOLI	TraT complement resistance protein	traT ECOK12F101	Escherichia coli (strain K12)	244
P14497	TRAF_ECOLI	Protein TraF	traF ECOK12F091	Escherichia coli (strain K12)	247
P15069	TRAH1_ECOLI	Protein TraH	traH ECOK12F098	Escherichia coli (strain K12)	458
P15081	GUTM_ECOLI	Glucitol operon activator protein	gutM srlM b2706 JW2675	Escherichia coli (strain K12)	119
P15082	SRLR_ECOLI	Glucitol operon repressor	srlR gutR b2707 JW2676	Escherichia coli (strain K12)	257
P15286	FLK_ECOLI	Flagellar regulator flk (Fluke)	flk div b2321 JW2318	Escherichia coli (strain K12)	331
P16681	YJDN_ECOLI	Protein YjdN	yjdN phnB b4107 JW4068	Escherichia coli (strain K12)	147
P16684	PHNF_ECOLI	Probable transcriptional regulator PhnF	phnF b4102 JW4063	Escherichia coli (strain K12)	241
P16916	RHSA_ECOLI	Protein RhsA	rhsA b3593 JW3566	Escherichia coli (strain K12)	1377
P16917	RHSB_ECOLI	Protein RhsB	rhsB b3482 JW5679	Escherichia coli (strain K12)	1411
P16918	RHSC_ECOLI	Protein RhsC	rhsC b0700 JW0689	Escherichia coli (strain K12)	1397
P16919	RHSD_ECOLI	Protein RhsD	rhsD b0497 JW0486	Escherichia coli (strain K12)	1426
P18004	TRAC_ECOLI	Protein TraC	traC ECOK12F084	Escherichia coli (strain K12)	875
P18006	TRBI_ECOLI	Protein TrbI	trbI ECOK12F085	Escherichia coli (strain K12)	128
P18033	TRAQ_ECOLI	Protein TraQ	traQ ECOK12F094	Escherichia coli (strain K12)	94
P18035	TRBB_ECOLI	Protein TrbB	trbB ECOK12F095	Escherichia coli (strain K12)	181
P18390	YJJA_ECOLI	Uncharacterized protein YjjA (Protein P-18)	yjjA b4360 JW5795	Escherichia coli (strain K12)	164
P18471	TRAU_ECOLI	Protein TraU	traU ECOK12F087	Escherichia coli (strain K12)	330
P18472	TRAW_ECOLI	Protein TraW	traW ECOK12F086	Escherichia coli (strain K12)	210
P18473	TRBC_ECOLI	Periplasmic protein TrbC	trbC ECOK12F088	Escherichia coli (strain K12)	212
P19767	INSA7_ECOLI	Insertion element IS1 7 protein InsA (IS1f)	insA7 b4294 JW4254	Escherichia coli (strain K12)	91
P19931	HYAE_ECOLI	Hydrogenase-1 operon protein HyaE	hyaE b0976 JW0958	Escherichia coli (strain K12)	132
P19932	HYAF_ECOLI	Hydrogenase-1 operon protein HyaF	hyaF b0977 JW0959	Escherichia coli (strain K12)	285
P21361	YCIG_ECOLI	Uncharacterized protein YciG	yciG b1259 JW1251	Escherichia coli (strain K12)	59
P21362	YCIF_ECOLI	Protein YciF	yciF b1258 JW1250	Escherichia coli (strain K12)	166
P21365	YCIC_ECOLI	UPF0259 membrane protein YciC	yciC b1255 JW1247	Escherichia coli (strain K12)	247
P21420	NMPC_ECOLI	Putative outer membrane porin protein NmpC	nmpC phmA b0553	Escherichia coli (strain K12)	365
P21503	YCAD_ECOLI	Uncharacterized MFS-type transporter YcaD	ycaD b0898 JW0881	Escherichia coli (strain K12)	382
P22707	FINO_ECOLI	Fertility inhibition protein (Conjugal transfer repressor)	finO	Escherichia coli (strain K12)	186
P22709	TRAX1_ECOLI	Protein TraX	traX ECOK12F105	Escherichia coli (strain K12)	248
P22787	YIFB_ECOLI	Uncharacterized protein YifB	yifB b3765 JW3738	Escherichia coli (strain K12)	506
P23325	ARPA_ECOLI	Ankyrin repeat protein A (Ankyrin-like regulatory protein)	arpA arp yjaC b4017 JW3977	Escherichia coli (strain K12)	728
P23481	HYFA_ECOLI	Hydrogenase-4 component A (EC 1.-.-.-)	hyfA yffE b2481 JW2466	Escherichia coli (strain K12)	205
P23840	DIND_ECOLI	DNA damage-inducible protein D	dinD orfY pcsA yicD b3645 JW3620	Escherichia coli (strain K12)	274
P24178	YFFB_ECOLI	Protein YffB	yffB b2471 JW2455	Escherichia coli (strain K12)	118
P24211	RHSE_ECOLI	Putative protein RhsE	rhsE b1456 JW1451	Escherichia coli (strain K12)	682
P25531	YICR_ECOLI	UPF0758 protein YicR	yicR b3638 JW5643	Escherichia coli (strain K12)	222
P25550	ASLB_ECOLI	Anaerobic sulfatase-maturating enzyme homolog AslB (AnSME homolog)	aslB atsB b3800 JW5594	Escherichia coli (strain K12)	411
P25738	MSYB_ECOLI	Acidic protein MsyB	msyB b1051 JW1039	Escherichia coli (strain K12)	124
P25743	YCHE_ECOLI	UPF0056 membrane protein YhcE	ychE b1242 JW1229	Escherichia coli (strain K12)	215
P25747	YEIB_ECOLI	Uncharacterized protein YeiB	yeiB b2152 JW2139	Escherichia coli (strain K12)	385
P26608	FLIS_ECOLI	Flagellar secretion chaperone FliS	fliS b1925 JW1910	Escherichia coli (strain K12)	136
P27294	INAA_ECOLI	Protein InaA	inaA yfaG b2237 JW2231	Escherichia coli (strain K12)	216
P27297	BAX_ECOLI	Protein bax	bax b3570 JW5653	Escherichia coli (strain K12)	274
P27375	YJAZ_ECOLI	Protein YjaZ (Heat shock protein C)	yjaZ htrC b3989 JW3952	Escherichia coli (strain K12)	179
P27843	YIGG_ECOLI	Inner membrane protein YigG	yigG b3818 JW5590	Escherichia coli (strain K12)	126
P27844	RARD_ECOLI	Protein RarD	rarD b3819 JW5589	Escherichia coli (strain K12)	296
P28303	DINF_ECOLI	DNA damage-inducible protein F	dinF b4044 JW4004	Escherichia coli (strain K12)	459
P28369	RFH_ECOLI	Putative peptide chain release factor homolog (RF-H)	prfH b0236 JW0226	Escherichia coli (strain K12)	166
P28697	MBIA_ECOLI	Uncharacterized protein MbiA (Modifier of biofilm)	mbiA htgA htpY b0012 JW5001	Escherichia coli (strain K12)	161
P28721	GLTF_ECOLI	Protein GltF	gltF b3214 JW3181	Escherichia coli (strain K12)	254
P28722	YHCA_ECOLI	Uncharacterized fimbrial chaperone YhcA	yhcA b3215 JW3182	Escherichia coli (strain K12)	224
P28912	YHHI_ECOLI	H repeat-associated putative transposase YhhI (ORF-H)	yhhI b3484 JW3451	Escherichia coli (strain K12)	378
P28916	YBFD_ECOLI	H repeat-associated putative transposase YbfD (ORF-H3)	ybfD b0706 JW0696	Escherichia coli (strain K12)	253
P28917	YDCC_ECOLI	H repeat-associated putative transposase YdcC (ORF-H)	ydcC b1460 JW1455	Escherichia coli (strain K12)	378
P29217	YCEH_ECOLI	UPF0502 protein YceH (G20.3)	yceH b1067 JW1054	Escherichia coli (strain K12)	215
P29744	FLGL_ECOLI	Flagellar hook-associated protein 3 (HAP3) (Hook-filament junction protein)	flgL flaT flaU b1083 JW1070	Escherichia coli (strain K12)	317
P30143	YAAJ_ECOLI	Uncharacterized transporter YaaJ	yaaJ b0007 JW0006	Escherichia coli (strain K12)	476
P30149	YABI_ECOLI	Inner membrane protein YabI	yabI b0065 JW5005	Escherichia coli (strain K12)	254
P30177	YBIB_ECOLI	Uncharacterized protein YbiB	ybiB b0800 JW0785	Escherichia coli (strain K12)	320
P30192	INSZ_ECOLI	Putative transposase InsZ	insZ ychG b4573 JW1227/JW5883 b1239/b1240	Escherichia coli (strain K12)	299
P30852	SMF_ECOLI	Protein Smf	smf b4473 JW5708	Escherichia coli (strain K12)	374
P30864	YAFC_ECOLI	Uncharacterized HTH-type transcriptional regulator YafC	yafC b0208 JW0198	Escherichia coli (strain K12)	304
P30979	YBEF_ECOLI	Uncharacterized HTH-type transcriptional regulator YbeF	ybeF b0629 JW0624	Escherichia coli (strain K12)	317
P31061	NOHA_ECOLI	Prophage DNA-packing protein NohA (Prophage Qin DNA-packaging protein Nu1 homolog)	nohA nohQ b1548 JW1541	Escherichia coli (strain K12)	189
P31064	YEDE_ECOLI	Probable transporter YedE	yedE b1929 JW1914	Escherichia coli (strain K12)	401
P31130	YDEI_ECOLI	Uncharacterized protein YdeI	ydeI b1536 JW1529	Escherichia coli (strain K12)	130
P31131	YDEJ_ECOLI	Protein YdeJ	ydeJ b1537 JW1530	Escherichia coli (strain K12)	172
P31435	YICJ_ECOLI	Inner membrane symporter YicJ	yicJ b3657 JW5939	Escherichia coli (strain K12)	460
P31437	YICL_ECOLI	Uncharacterized inner membrane transporter YicL	yicL b3660 JW3634	Escherichia coli (strain K12)	307
P31446	YIDI_ECOLI	Inner membrane protein YidI	yidI b3677 JW3653	Escherichia coli (strain K12)	149
P31447	YIDJ_ECOLI	Uncharacterized sulfatase YidJ (EC 3.1.6.-)	yidJ b3678 JW3654	Escherichia coli (strain K12)	497
P31448	YIDK_ECOLI	Uncharacterized symporter YidK	yidK b3679 JW3655	Escherichia coli (strain K12)	571
P31449	YIDL_ECOLI	Uncharacterized HTH-type transcriptional regulator YidL	yidL b3680 JW3656	Escherichia coli (strain K12)	297
P31450	GLVG_ECOLI	Putative inactive 6-phospho-alpha-glucosidase	glvG b4556 b3681	Escherichia coli (strain K12)	212
P31453	YIDP_ECOLI	Uncharacterized HTH-type transcriptional regulator YidP	yidP b3684 JW3661	Escherichia coli (strain K12)	238
P31456	CBRA_ECOLI	Protein CbrA (CreB-regulated gene A protein)	cbrA yidS b3690 JW5631	Escherichia coli (strain K12)	354
P31468	CBRB_ECOLI	Inner membrane protein CbrB (CreB-regulated gene B protein)	cbrB yieI b3716 JW3694	Escherichia coli (strain K12)	155
P31469	CBRC_ECOLI	UPF0167 protein CbrC (CreB-regulated gene C protein)	cbrC yieJ b3717 JW3695	Escherichia coli (strain K12)	195
P31470	YIEK_ECOLI	Uncharacterized protein YieK	yieK b3718 JW5613	Escherichia coli (strain K12)	240
P31475	YIEP_ECOLI	Uncharacterized HTH-type transcriptional regulator YieP	yieP b3755 JW5608	Escherichia coli (strain K12)	230
P31666	YADE_ECOLI	Uncharacterized protein YadE	yadE b0130 JW0126	Escherichia coli (strain K12)	409
P31679	YAAU_ECOLI	Putative metabolite transport protein YaaU	yaaU yabE b0045 JW0044	Escherichia coli (strain K12)	443
P31808	YCIK_ECOLI	Uncharacterized oxidoreductase YciK (EC 1.-.-.-)	yciK b1271 JW1263	Escherichia coli (strain K12)	252
P31827	YDDB_ECOLI	Uncharacterized protein YddB (CDS103)	yddB b1495 JW1490	Escherichia coli (strain K12)	790
P32051	YDEK_ECOLI	Uncharacterized lipoprotein YdeK (ORFT)	ydeK orfT b1510 JW1503	Escherichia coli (strain K12)	1325
P32057	WCAI_ECOLI	Putative colanic acid biosynthesis glycosyl transferase WcaI	wcaI yefD b2050 JW2035	Escherichia coli (strain K12)	407
P32135	YIHN_ECOLI	Inner membrane protein YihN	yihN b3874 JW3845	Escherichia coli (strain K12)	421
P32139	YIHR_ECOLI	Uncharacterized protein YihR	yihR b3879 JW3850	Escherichia coli (strain K12)	308
P32153	FRVX_ECOLI	Putative aminopeptidase FrvX (EC 3.4.11.-)	frvX yiiI b3898 JW3869	Escherichia coli (strain K12)	356
P32674	GRE1_ECOLI	Probable dehydratase PflD (EC 4.2.1.-)	pflD yijL b3951 JW3923	Escherichia coli (strain K12)	765
P32677	YIJO_ECOLI	Uncharacterized HTH-type transcriptional regulator YijO	yijO b3954 JW3926	Escherichia coli (strain K12)	283
P32687	YJBF_ECOLI	Uncharacterized lipoprotein YjbF	yjbF b4027 JW5711	Escherichia coli (strain K12)	212
P32689	YJBH_ECOLI	Uncharacterized lipoprotein YjbH	yjbH b4029 JW3989	Escherichia coli (strain K12)	698
P32703	YJCE_ECOLI	Uncharacterized Na(+)/H(+) exchanger YjcE	yjcE b4065 JW4026	Escherichia coli (strain K12)	549
P32709	NRFD_ECOLI	Protein NrfD	nrfD yjcK b4073 JW4034	Escherichia coli (strain K12)	318
P32712	NRFG_ECOLI	Formate-dependent nitrite reductase complex subunit NrfG	nrfG yjcN b4076 JW4037	Escherichia coli (strain K12)	198
P33011	YEEA_ECOLI	Inner membrane protein YeeA	yeeA b2008 JW1990	Escherichia coli (strain K12)	352
P33020	YEII_ECOLI	Uncharacterized sugar kinase YeiI (EC 2.7.1.-)	yeiI b2160 JW2147	Escherichia coli (strain K12)	362
P33029	YEIQ_ECOLI	Uncharacterized oxidoreductase YeiQ (EC 1.-.-.-)	yeiQ b2172 JW2160	Escherichia coli (strain K12)	488
P33218	YEBE_ECOLI	Inner membrane protein YebE	yebE b1846 JW1835	Escherichia coli (strain K12)	219
P33235	FLGK_ECOLI	Flagellar hook-associated protein 1 (HAP1)	flgK flaS flaW b1082 JW1069	Escherichia coli (strain K12)	547
P33236	MOKC_ECOLI	Regulatory protein MokC	mokC gefL b0018 JW5879	Escherichia coli (strain K12)	69
P33345	YEHF_ECOLI	Protein YehF	yehF dinO molR sosF b2115 b2116/b2117 b4499	Escherichia coli (strain K12)	274
P33348	YEHL_ECOLI	Uncharacterized protein YehL	yehL b2119 JW5349	Escherichia coli (strain K12)	362
P33349	YEHM_ECOLI	Uncharacterized protein YehM	yehM yehN yehO b2120 JW2108	Escherichia coli (strain K12)	759
P33353	YEHQ_ECOLI	Protein YehQ	yehQ b2122 JW2110	Escherichia coli (strain K12)	614
P33354	YEHR_ECOLI	Uncharacterized lipoprotein YehR	yehR b2123 JW5351	Escherichia coli (strain K12)	153
P33366	YOHD_ECOLI	Inner membrane protein YohD	yohD b2136 JW2124	Escherichia coli (strain K12)	192
P33368	YOHF_ECOLI	Uncharacterized oxidoreductase YohF (EC 1.-.-.-)	yohF yohE b2137 JW2125	Escherichia coli (strain K12)	253
P33554	PPDA_ECOLI	Prepilin peptidase-dependent protein A	ppdA b2826 JW2794	Escherichia coli (strain K12)	156
P33634	YFIE_ECOLI	Uncharacterized HTH-type transcriptional regulator YfiE	yfiE b2577 JW2561	Escherichia coli (strain K12)	293
P33666	YDBA_ECOLI	Exported protein YdbA	ydbA b4492 JW5802/JW1402 b1401/b1405	Escherichia coli (strain K12)	852
P33924	YEJO_ECOLI	Putative uncharacterized outer membrane protein YejO	yejO b2190 JW5839	Escherichia coli (strain K12)	863
P33997	ALPA_ECOLI	DNA-binding transcriptional activator AlpA (Prophage CP4-57 regulatory protein AlpA)	alpA alp b2624 JW2604	Escherichia coli (strain K12)	70
P34209	YDCF_ECOLI	Protein YdcF	ydcF b1414 JW1411	Escherichia coli (strain K12)	266
P34211	YUAR_ECOLI	Putative hydrolase YuaR (EC 3.4.-.-)	yuaR yddA ECOK12F030	Escherichia coli (strain K12)	499
P36547	EUTR_ECOLI	HTH-type DNA-binding transcriptional activator EutR (Ethanolamine operon regulatory protein)	eutR yfeG b2437 JW2430	Escherichia coli (strain K12)	350
P36554	MDTD_ECOLI	Putative multidrug resistance protein MdtD	mdtD yegB b2077 JW2062	Escherichia coli (strain K12)	471
P36645	HOFB_ECOLI	Protein transport protein HofB homolog	hofB hopB b0107 JW0103	Escherichia coli (strain K12)	461
P36646	HOFC_ECOLI	Protein transport protein HofC homolog	hofC hopC yacD b0106 JW0102	Escherichia coli (strain K12)	400
P36881	YADI_ECOLI	Putative phosphotransferase enzyme IIA component YadI (Putative PTS system EIIA component)	yadI b0129 JW0125	Escherichia coli (strain K12)	146
P36928	YEGD_ECOLI	Uncharacterized chaperone protein YegD	yegD b2069 JW2054	Escherichia coli (strain K12)	450
