Entry	Entry Name	Protein names	Gene Names	Organism	Length
Q12296	MAM3_YEAST	Protein MAM3	MAM3 YOL060C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	706
Q12308	TFC8_YEAST	Transcription factor tau 60 kDa subunit (TFIIIC 60 kDa subunit) (Transcription factor C subunit 8)	TFC8 YPL007C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	588
Q12310	PRR2_YEAST	Serine/threonine-protein kinase PRR2 (EC 2.7.11.1) (Pheromone response regulator 2)	PRR2 YDL214C D1014	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	699
Q12318	PSY3_YEAST	Platinum sensitivity protein 3	PSY3 YLR376C L8039.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	242
Q12326	PMG3_YEAST	Phosphoglycerate mutase 3 (PGAM 3) (EC 5.4.2.11) (BPG-dependent PGAM 3) (MPGM 3) (Phosphoglyceromutase 3)	GPM3 YOL056W O1236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	303
Q12329	HSP42_YEAST	Heat shock protein 42 (42 kDa heat shock protein)	HSP42 YDR171W YD9395.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375
Q12335	PST2_YEAST	Protoplast secreted protein 2	PST2 YDR032C D3422 YD9673.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198
Q12338	RNH2C_YEAST	Ribonuclease H2 subunit C (RNase H2 subunit C) (Rnh2C) (RNase H(203)) (Ribonuclease HI subunit C)	RNH203 YLR154C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	110
Q12342	LDB17_YEAST	Protein LDB17 (Low dye-binding protein 17)	LDB17 YDL146W D1575	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	491
Q12345	IES3_YEAST	Ino eighty subunit 3	IES3 YLR052W L2131	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	250
Q12347	HRT3_YEAST	F-box protein HRT3 (High level expression reduces Ty3 transposition protein 3)	HRT3 YLR097C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	344
Q12348	CSN10_YEAST	COP9 signalosome complex subunit 10	RRI2 CSN10 YOL117W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	645
Q12359	ATO3_YEAST	Ammonia transport outward protein 3	ATO3 YDR384C D9481.20 D9509.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	275
Q12369	SFI1_YEAST	Protein SFI1 (Suppressor of fermentation induced loss of stress resistance protein 1)	SFI1 YLL003W L1373	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	946
Q12372	MMP1_YEAST	S-methylmethionine permease 1	MMP1 YLL061W L0555	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	583
Q12375	ORT1_YEAST	Mitochondrial ornithine transporter 1	ORT1 ARG11 YOR130C O3299 YOR3299C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	292
Q12378	RTR2_YEAST	RNA polymerase II subunit B1 CTD phosphatase RTR2 (EC 3.1.3.16) (RNA polymerase II-associated protein 2 homolog RTR2) (Regulator of transcription 2)	RTR2 YDR066C D4261	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	196
Q12385	ICT1_YEAST	1-acylglycerol-3-phosphate O-acyltransferase ICT1 (EC 2.3.1.51) (Increased copper tolerance protein 1) (Lysophosphatidic acid acyltransferase ICT1) (LPAAT)	ICT1 YLR099C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	394
Q12387	NAA25_YEAST	N-terminal acetyltransferase B complex subunit MDM20 (NatB complex subunit MDM20) (Dislikes extra CIN8 protein 1) (Mitochondrial distribution and morphology protein 20)	MDM20 DEC1 YOL076W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	796
Q12390	GST2_YEAST	Glutathione S-transferase 2 (EC 2.5.1.18) (GST-II)	GTT2 YLL060C L0560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	233
Q12395	DCN1_YEAST	Defective in cullin neddylation protein 1	DCN1 YLR128W L3111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	269
Q12398	HMS1_YEAST	Probable transcription factor HMS1 (High-copy MEP suppressor protein 1)	HMS1 YOR032C OR26.22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	434
Q12403	ERP3_YEAST	Protein ERP3	ERP3 YDL018C D2850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	225
Q12405	LPX1_YEAST	Peroxisomal membrane protein LPX1 (EC 3.1.1.-) (Lipase of peroxisomes protein 1)	LPX1 YOR084W YOR3120W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	387
Q12408	NPC2_YEAST	Phosphatidylglycerol/phosphatidylinositol transfer protein (PG/PI-TP) (NPC2 homolog)	NPC2 YDL046W D2699	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	173
Q12415	TFC7_YEAST	Transcription factor tau 55 kDa subunit (TFIIIC 55 kDa subunit) (Transcription factor C subunit 7)	TFC7 YOR110W O3234 YOR3234w	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	435
Q12420	SNU66_YEAST	66 kDa U4/U6.U5 small nuclear ribonucleoprotein component	SNU66 YOR308C 05667	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	587
Q12427	STB3_YEAST	Protein STB3 (SIN3-binding protein 3)	STB3 YDR169C YD9489.04c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	513
Q12431	EMC6_YEAST	ER membrane protein complex subunit 6	EMC6 YLL014W L1321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108
Q12433	AHC1_YEAST	Protein AHC1 (ADA HAT complex component 1)	AHC1 YOR023C OR26.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	566
Q12434	GDIR_YEAST	Rho GDP-dissociation inhibitor (Rho GDI)	RDI1 YDL135C D2175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	202
Q12442	IZH2_YEAST	ADIPOR-like receptor IZH2 (Phosphate metabolism protein 36)	IZH2 PHO36 YOL002C UND327	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	317
Q12447	PAA1_YEAST	Polyamine N-acetyltransferase 1 (EC 2.3.1.-) (Arylalkylamine N-acetyltransferase homolog) (scAANAT)	PAA1 YDR071C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	191
Q12450	ERP4_YEAST	Protein ERP4	ERP4 YOR016C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	207
Q12453	CEX1_YEAST	Cytoplasmic export protein 1	CEX1 YOR112W O3240 YOR3240w	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	761
Q12455	SPSY_YEAST	Spermine synthase SPE4 (SPMSY) (EC 2.5.1.22) (Spermidine aminopropyltransferase)	SPE4 YLR146C L9634.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	300
Q12458	YPR1_YEAST	Putative reductase 1 (EC 1.1.1.-)	YPR1 YDR368W D9481.8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312
Q12471	6P22_YEAST	6-phosphofructo-2-kinase 2 (6PF-2-K 2) (EC 2.7.1.105) (Phosphofructokinase 2 II)	PFK27 YOL136C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	397
Q12487	RM23_YEAST	Large ribosomal subunit protein uL13m (54S ribosomal protein L23, mitochondrial) (YmL23)	MRPL23 YOR150W O3530	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	163
Q12493	NKP1_YEAST	Inner kinetochore subunit NKP1 (Constitutive centromere-associated network protein NKP1) (Non-essential kinetochore protein 1)	NKP1 YDR383C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	238
Q12510	CMR1_YEAST	DNA damage-binding protein CMR1 (Changed mutation rate protein 1)	CMR1 YDL156W D1536	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	522
Q12520	HUT1_YEAST	UDP-galactose transporter homolog 1 (Multicopy suppressor of leflunomide-sensitivity protein 6)	HUT1 MLF6 YPL244C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	339
Q12525	MHT1_YEAST	Homocysteine S-methyltransferase 1 (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase 1) (SMM:Hcy S-methyltransferase 1)	MHT1 YLL062C L0552	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	324
Q12676	FOLD_YEAST	Dihydrofolate synthetase (DHFS) (EC 6.3.2.12)	FOL3 YMR113W YM9718.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	427
Q12743	DFM1_YEAST	DER1-like family member protein 1	DFM1 YDR411C D9461.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	341
Q12751	RTP1_YEAST	RNA polymerase II assembly factor RTP1 (Required for nuclear transport of RNA pol II protein 1) (Transport and Golgi organization protein 6 homolog)	RTP1 YMR185W YM8010.15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	981
Q12753	HAA1_YEAST	Transcriptional activator HAA1	HAA1 YPR008W LPZ8W YP9531.01 YP9723.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	694
Q2V2P4	ATG44_YEAST	Mitofissin (Autophagy-related protein 44) (Mitochondrial fission factor ATG44)	ATG44 MCO8 YIL156W-B	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	73
Q2V2P9	COX26_YEAST	Cytochrome c oxidase subunit 26, mitochondrial	COX26 YDR119W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	66
Q3E705	EFG1P_YEAST	rRNA-processing protein EFG1 (Exit from G1 protein 1)	EFG1 YGR271C-A G9368 YGR272C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	233
Q3E731	COX19_YEAST	Cytochrome c oxidase assembly protein COX19	COX19 YLL018C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	98
Q3E785	SDHF1_YEAST	Succinate dehydrogenase assembly factor 1, mitochondrial (SDH assembly factor 1) (SDHAF1)	SDH6 YDR379C-A smORF139 smORF8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	79
Q3E790	TSC3_YEAST	Serine palmitoyltransferase-regulating protein TSC3 (Temperature-sensitive CSG2-mutant suppressor protein 3)	TSC3 YBR058C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	80
Q3E798	MIM2_YEAST	Mitochondrial import protein 2	MIM2 YLR099W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	87
Q3E7A4	COXM2_YEAST	COX assembly mitochondrial protein 2 (Cx9C motif-containing protein 2) (Mitochondrial metallochaperone-like protein CMC2)	CMC2 YBL059C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109
Q3E7B2	COA3_YEAST	Cytochrome c oxidase assembly factor 3, mitochondrial (Cytochrome c oxidase protein 25) (Required for respiratory growth protein 10)	COA3 COX25 RRG10 YJL062W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	85
Q3E7C1	TFB5_YEAST	General transcription and DNA repair factor IIH subunit TFB5 (TFIIH subunit TFB5) (RNA polymerase II transcription factor B subunit 5)	TFB5 YDR079C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	72
Q3E7Y3	RS22B_YEAST	Small ribosomal subunit protein uS8B (40S ribosomal protein S22-B) (RP50) (S24) (YP58) (YS22)	RPS22B RPS24B YLR367W L8039.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	130
Q3E7Y6	NBL1_YEAST	N-terminal-borealin-like protein	NBL1 YHR199C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	73
Q3E827	LSO1_YEAST	Protein LSO1 (Late-annotated small open reading frame 1)	LSO1 YJR005C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	93
Q3E829	CENPX_YEAST	Inner kinetochore subunit MHF2 (CENP-X homolog) (Constitutive centromere-associated network protein MHF2) (MHF histone-fold complex subunit 2) (MPH1-associated histone-fold protein 2)	MHF2 YDL160C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	80
Q3E834	YOS1_YEAST	Protein transport protein YOS1 (YIP one suppressor protein 1)	YOS1 YER074W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	85
Q3E835	CENPS_YEAST	Inner kinetochore subunit MHF1 (CENP-S homolog) (Constitutive centromere-associated network protein MHF1) (MHF histone-fold complex subunit 1) (MPH1-associated histone-fold protein 1)	MHF1 YOL086W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	90
Q6Q560	ISD11_YEAST	Protein ISD11 (Iron-sulfur protein biogenesis, desulfurase-interacting protein 11)	ISD11 YER048W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	94
Q6Q595	SCS22_YEAST	Vesicle-associated membrane protein-associated protein SCS22 (VAMP-associated protein SCS22) (VAP homolog 2)	SCS22 YBL091C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	175
Q8TGJ3	KISH_YEAST	Protein Kish	KSH1 YNL024C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	72
Q99181	HSH49_YEAST	Protein HSH49	HSH49 YOR319W O6142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213
Q99186	AP2M_YEAST	AP-2 complex subunit mu (Adaptin medium chain APM4) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (Mu2-adaptin) (Plasma membrane adaptor AP-2 50 kDa protein)	APM4 AMP1 YOL062C O1210	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	491
Q99188	RGS2_YEAST	Regulator of G-protein signaling 2	RGS2 YOR107W YOR3224w	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309
Q99189	MTR10_YEAST	mRNA transport regulator MTR10	MTR10 YOR160W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	972
Q99288	DET1_YEAST	Broad-range acid phosphatase DET1 (EC 3.1.3.-) (Decreased ergosterol transport protein 1)	DET1 YDR051C D4202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	334
Q99297	ODC2_YEAST	Mitochondrial 2-oxodicarboxylate carrier 2	ODC2 YOR222W YOR50-12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	307
Q99316	MPD2_YEAST	Protein disulfide isomerase MPD2 (EC 5.3.4.1)	MPD2 YOL088C O0941	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	277
Q99332	HPH1_YEAST	Protein HPH1 (Functionally related to TCP1 protein 1) (High pH protein 1)	FRT1 HPH1 YOR324C O6159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	602
Q99344	UBA3_YEAST	NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64) (RUB1-activating enzyme E1) (Ubiquitin-activating enzyme E1 3) (Ubiquitin-like protein-activating enzyme)	UBA3 YPR066W YP9499.21	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	299
Q99359	RAD61_YEAST	Protein RAD61 (Radiation sensitivity protein 61)	RAD61 YDR014W PZB647	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	647
Q99382	ENV10_YEAST	SRP-independent targeting protein 2 (Late endosome and vacuole interface protein 10)	ENV10 SND2 YLR065C L2180	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	181
Q99393	IZH4_YEAST	ADIPOR-like receptor IZH4 (Implicated in zinc homeostasis protein 4)	IZH4 YOL101C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312
Q9URQ5	HTL1_YEAST	High temperature lethal protein 1 (Chromatin structure-remodeling complex protein HTL1)	HTL1 DRT1 YCR020W-B	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	78
A2P2R3	YM084_YEAST	Putative glutamine--fructose-6-phosphate aminotransferase [isomerizing] (GFAT) (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (Hexosephosphate aminotransferase)	YMR084W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	262
O14468	YO304_YEAST	Uncharacterized protein YOR304C-A	YOR304C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	76
O74302	YD13A_YEAST	Transposon Ty1-DR4 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-DR4 YDRCTy1-3 GAG YDR261C-C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440
P00498	HIS1_YEAST	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	HIS1 YER055C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297
P00912	TRPF_YEAST	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	TRP1 YDR007W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	224
P02407	RS17A_YEAST	Small ribosomal subunit protein eS17A (40S ribosomal protein S17-A) (RP51A)	RPS17A RP51A YML024W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	136
P03874	CBP2_YEAST	Cytochrome B pre-mRNA-processing protein 2	CBP2 YHL038C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	630
P03875	AI1M_YEAST	Putative COX1/OXI3 intron 1 protein	AI1 Q0050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	834
P03876	AI2M_YEAST	Putative COX1/OXI3 intron 2 protein	AI2 Q0055	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	854
P06174	HEM4_YEAST	Uroporphyrinogen-III synthase (UROIIIS) (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	HEM4 ORF1 YOR278W O5463	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	275
P07172	HIS8_YEAST	Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase)	HIS5 YIL116W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	385
P07236	SYTM_YEAST	Threonine--tRNA ligase, mitochondrial (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	MST1 YKL194C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	462
P07252	CBP1_YEAST	Cytochrome B pre-mRNA-processing protein 1	CBP1 YJL209W HRA654 J0242	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	654
P07390	PT494_YEAST	COX3 mRNA-specific translational activator PET494	PET494 YNR045W N3436	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	489
P08019	AMYG_YEAST	Glucoamylase, intracellular sporulation-specific (EC 3.2.1.3) (1,4-alpha-D-glucan glucohydrolase) (Glucan 1,4-alpha-glucosidase)	SGA1 SGA YIL099W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	549
P08459	SPS2_YEAST	Sporulation-specific protein 2	SPS2 YDR522C D9719.26	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	502
P08468	PT111_YEAST	Protein PET111, mitochondrial	PET111 YMR257C YM9920.11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	800
P09007	SRD1_YEAST	Pre-rRNA-processing protein SRD1 (Suppressor of rRNA-processing defect protein 1)	SRD1 YCR018C YCR18C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	221
P09932	HO_YEAST	Homothallic switching endonuclease (Ho endonuclease)	HO YDL227C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	586
P0C155	CBPS2_YEAST	Putative carboxypeptidase YOL153C (EC 3.4.17.-)	YOL153C O0435/O0437/O0440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	581
P0C271	PELS1_YEAST	Peroxisomal LYS1 stabilizing protein 1	PLS1 YNL097C-B YNL097C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	40
P0C2H7	RL27B_YEAST	Large ribosomal subunit protein eL27B (60S ribosomal protein L27-B)	RPL27B RPL27 YDR471W D8035.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	136
P0C2I4	YH11A_YEAST	Transposon Ty1-H Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-H YHRCTy1-1 GAG YHR214C-C YHR214C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	478
P0C2I8	YL14A_YEAST	Transposon Ty1-LR4 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-LR4 YLRWTy1-4 GAG YLR256W-A L9672.1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440
P0C2J4	YL21A_YEAST	Transposon Ty2-LR1 Gag polyprotein (TY2A) (TYA) (Transposon Ty2 protein A) [Cleaved into: Capsid protein (CA); Gag-p4]	TY2A-LR1 YLRWTy2-1 GAG YLR410W-A L9931.7b	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	438
P0C2J6	YL22A_YEAST	Transposon Ty2-LR2 Gag polyprotein (TY2A) (TYA) (Transposon Ty2 protein A) [Cleaved into: Capsid protein (CA); Gag-p4]	TY2A-LR2 YLRCTy2-2 GAG YLR424C-B L9576.6d	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	438
P0CE11	GMT2_YEAST	Probable GDP-mannose transporter 2 (GMT 2)	HVG1 YEM9 YER039C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	249
P0CX09	MAN2_YEAST	Mannitol dehydrogenase 2 (EC 1.1.1.67)	MAN2 YNR073C N3810	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	502
P0CX10	ERR1_YEAST	Enolase-related protein 1 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	ERR1 YOR393W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	437
P0CX11	ERR2_YEAST	Enolase-related protein 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	ERR2 YPL281C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	437
P0CX13	COS3_YEAST	Protein COS3	COS3 YML132W YM4987.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	379
P0CX22	YRF18_YEAST	Y' element ATP-dependent helicase protein 1 copy 8 (EC 3.6.4.12)	YRF1-8 YOR396W O7535	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1796
P0CX24	RL20B_YEAST	Large ribosomal subunit protein eL20B (60S ribosomal protein L20-B) (L18a)	RPL20B RPL18A1 RPL18B YOR312C O6116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	172
P0CX57	YA11A_YEAST	Transposon Ty1-A Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-A YARCTy1-1 GAG YAR010C P9659.6d	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440
P0CX58	YP12A_YEAST	Transposon Ty1-PR1 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-PR1 YPRCTy1-2 GAG YPR137C-A P9659.6d	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440
P0CX59	YO12A_YEAST	Transposon Ty1-OR Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-OR YORWTy1-2 GAG YOR142W-A O3364	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440
P0CX60	YP13A_YEAST	Transposon Ty1-PR2 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-PR2 YPRWTy1-3 GAG YPR158W-A P9584.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440
P0CX61	YF21A_YEAST	Transposon Ty2-F Gag polyprotein (TY2A) (TYA) (Transposon Ty2 protein A) [Cleaved into: Capsid protein (CA); Gag-p4]	TY2A-F YFLWTy2-1 GAG YFL002W-B F006	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	438
P0CX62	YG22A_YEAST	Transposon Ty2-GR2 Gag polyprotein (TY2A) (TYA) (Transposon Ty2 protein A) [Cleaved into: Capsid protein (CA); Gag-p4]	TY2A-GR2 YGRWTy2-2 GAG YGR161W-A G7015	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	438
P0CX65	YD14A_YEAST	Transposon Ty1-DR5 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-DR5 YDRWTy1-4 GAG YDR316W-A D9740.1a	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440
P0CX66	YE12A_YEAST	Transposon Ty1-ER2 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-ER2 YERCTy1-2 GAG YER159C-A YER160C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440
